run	nodes	geneid	local_outdegree_centrality	local_betweenness_centrality	outdegree_centrality	betweenness_centrality	community
1	152	ATP9A	0.033112582781456956	0.0010596026490066225	0.033112582781456956	0.005518763796909493	1
1	152	RYR2	0.0728476821192053	0.005474613686534216	0.07947019867549669	0.02304635761589404	1
1	152	ZDHHC22	0.046357615894039736	0.004326710816777042	0.052980132450331126	0.10852097130242826	2
1	152	DLX3	0.052980132450331126	0.003002207505518764	0.06622516556291391	0.03863134657836645	2
1	152	H2BC21	0.019867549668874173	0.0005298013245033113	0.026490066225165563	0.08724061810154525	3
1	152	OIP5-AS1	0.046357615894039736	0.0012362030905077263	0.046357615894039736	0.008123620309050773	1
1	152	CACNA1C	0.052980132450331126	0.0011037527593818985	0.052980132450331126	0.0011037527593818985	1
1	152	NOL4L	0.033112582781456956	0.0011037527593818985	0.046357615894039736	0.013024282560706401	3
1	152	ATP1B2	0.019867549668874173	0.0017660044150110375	0.026490066225165563	0.09077262693156733	3
1	152	LSAMP	0.052980132450331126	0.003973509933774834	0.059602649006622516	0.08737306843267108	1
1	152	TMEM130	0.013245033112582781	8.830022075055188e-05	0.013245033112582781	8.830022075055188e-05	1
1	152	NCAM2	0.039735099337748346	0.00565121412803532	0.039735099337748346	0.023090507726269315	1
1	152	CTSB	0.013245033112582781	0.0	0.013245033112582781	0.0	6
1	152	APLP2	0.0	0.0	0.006622516556291391	0.00445916114790287	6
1	152	IGSF10	0.019867549668874173	0.0004415011037527594	0.019867549668874173	0.01509933774834437	1
1	152	DRP2	0.039735099337748346	0.0006622516556291391	0.052980132450331126	0.030993377483443708	3
1	152	IGFBPL1	0.013245033112582781	0.0	0.013245033112582781	0.0	3
1	152	GABRD	0.0728476821192053	0.002781456953642384	0.0728476821192053	0.013289183222958058	1
1	152	PENK	0.006622516556291391	0.0	0.006622516556291391	0.0	3
1	152	MIAT	0.013245033112582781	0.0005298013245033113	0.013245033112582781	0.004503311258278146	2
1	152	CIT	0.039735099337748346	0.0015452538631346578	0.052980132450331126	0.0845916114790287	2
1	152	GRP	0.019867549668874173	0.0008830022075055188	0.026490066225165563	0.12675496688741722	3
1	152	COTL1	0.039735099337748346	0.0007947019867549669	0.052980132450331126	0.098719646799117	2
1	152	RGS12	0.039735099337748346	0.000706401766004415	0.046357615894039736	0.055805739514348786	2
1	152	ABI2	0.013245033112582781	0.00017660044150110375	0.013245033112582781	0.013951434878587196	4
1	152	CDK6	0.0	0.0	0.0	0.0	4
1	152	TIMP3	0.006622516556291391	0.0	0.006622516556291391	0.0	2
1	152	SYT6	0.006622516556291391	0.0008388520971302428	0.006622516556291391	0.005033112582781457	2
1	152	TMEM132B	0.026490066225165563	0.004724061810154525	0.026490066225165563	0.04754966887417218	0
1	152	RARRES2	0.052980132450331126	0.005960264900662251	0.06622516556291391	0.07399558498896247	0
1	152	CDH15	0.033112582781456956	0.00039735099337748344	0.033112582781456956	0.016114790286975718	2
1	152	USP20	0.026490066225165563	0.0015894039735099338	0.026490066225165563	0.01011037527593819	2
1	152	VIM	0.019867549668874173	0.000750551876379691	0.019867549668874173	0.01086092715231788	6
1	152	PFKFB3	0.006622516556291391	0.0	0.006622516556291391	0.0	6
1	152	RNASE1	0.013245033112582781	0.00039735099337748344	0.013245033112582781	0.035584988962472405	5
1	152	NR1D1	0.019867549668874173	0.0023841059602649007	0.026490066225165563	0.11196467991169978	2
1	152	ELFN2	0.006622516556291391	0.00013245033112582781	0.006622516556291391	0.03258278145695364	5
1	152	SYT4	0.006622516556291391	0.0	0.006622516556291391	0.0	1
1	152	COL12A1	0.013245033112582781	0.0004856512141280353	0.013245033112582781	0.027108167770419425	6
1	152	TTC3	0.013245033112582781	0.0006622516556291391	0.019867549668874173	0.02066225165562914	6
1	152	CD44	0.013245033112582781	0.0	0.013245033112582781	0.0	0
1	152	IGSF8	0.013245033112582781	0.000706401766004415	0.019867549668874173	0.0067991169977924945	0
1	152	SHB	0.0	0.0	0.006622516556291391	0.0030905077262693157	2
1	152	CLSTN2	0.013245033112582781	0.0004415011037527594	0.013245033112582781	0.018719646799116998	3
1	152	ACTN3	0.019867549668874173	0.003002207505518764	0.019867549668874173	0.03377483443708609	0
1	152	ADAMTS17	0.0	0.0	0.0	0.0	3
1	152	ARHGEF12	0.0	0.0	0.006622516556291391	0.0	6
1	152	NSMF	0.019867549668874173	0.002295805739514349	0.019867549668874173	0.03249448123620309	2
1	152	SPEG	0.013245033112582781	0.0005739514348785872	0.013245033112582781	0.0004856512141280353	0
1	152	BMP7	0.0	0.0	0.0	0.0	0
1	152	TNNT2	0.019867549668874173	0.0012362030905077263	0.026490066225165563	0.0223841059602649	0
1	152	STC2	0.033112582781456956	0.007373068432671081	0.033112582781456956	0.06838852097130242	0
1	152	SH3RF3	0.0	0.0	0.0	0.0	5
1	152	SNHG29	0.013245033112582781	0.002119205298013245	0.019867549668874173	0.032759381898454745	0
1	152	CA9	0.006622516556291391	0.0007947019867549669	0.006622516556291391	0.000706401766004415	0
1	152	RCAN2	0.006622516556291391	0.00013245033112582781	0.006622516556291391	0.00013245033112582781	8
1	152	SSR1	0.013245033112582781	0.0002207505518763797	0.013245033112582781	0.0018984547461368653	8
1	152	PHEX	0.019867549668874173	0.00013245033112582781	0.019867549668874173	0.00013245033112582781	3
1	152	CPE	0.013245033112582781	0.00026490066225165563	0.013245033112582781	0.00026490066225165563	1
1	152	TPT1	0.006622516556291391	0.00017660044150110375	0.013245033112582781	0.049713024282560705	6
1	152	NKD1	0.039735099337748346	0.0016335540838852097	0.039735099337748346	0.02869757174392936	2
1	152	IQSEC1	0.006622516556291391	0.0	0.013245033112582781	0.0	0
1	152	EPHA4	0.019867549668874173	0.0	0.019867549668874173	0.0	3
1	152	SLC6A6	0.013245033112582781	0.0008830022075055188	0.019867549668874173	0.030993377483443708	0
1	152	GRIA1	0.013245033112582781	0.0	0.013245033112582781	0.00013245033112582781	1
1	152	KCNMA1	0.0	0.0	0.006622516556291391	4.415011037527594e-05	1
1	152	NEGR1	0.006622516556291391	0.0	0.006622516556291391	0.0	1
1	152	DOCK3	0.006622516556291391	0.0	0.006622516556291391	0.0	1
1	152	RBP1	0.006622516556291391	0.0	0.006622516556291391	0.0	2
1	152	SERPINE1	0.0	0.0	0.0	0.0	3
1	152	DAZL	0.013245033112582781	0.0	0.013245033112582781	0.0	0
1	152	TSPOAP1	0.006622516556291391	0.0	0.013245033112582781	0.0	9
1	152	SHANK1	0.0	0.0	0.0	0.0	3
1	152	PTPRU	0.0	0.0	0.0	0.0	2
1	152	RPS6	0.006622516556291391	8.830022075055188e-05	0.006622516556291391	8.830022075055188e-05	4
1	152	ZHX1	0.0	0.0	0.0	0.0	4
1	152	ANXA5	0.006622516556291391	0.0	0.006622516556291391	0.0	6
1	152	EGFR	0.006622516556291391	0.0	0.006622516556291391	0.027417218543046358	6
1	152	TXNIP	0.006622516556291391	0.0	0.006622516556291391	0.0	1
1	152	PRUNE2	0.013245033112582781	0.001986754966887417	0.019867549668874173	0.014481236203090508	1
1	152	NOS1	0.006622516556291391	0.0	0.006622516556291391	0.02119205298013245	2
1	152	NPTX2	0.0	0.0	0.0	0.0	1
1	152	F2R	0.0	0.0	0.0	0.0	1
1	152	WHRN	0.013245033112582781	0.0	0.013245033112582781	0.0	5
1	152	SUN2	0.006622516556291391	0.0	0.006622516556291391	0.0	0
1	152	LAMA4	0.0	0.0	0.0	0.0	1
1	152	FAM131B	0.0	0.0	0.0	0.0	0
1	152	EIF3E	0.006622516556291391	0.00013245033112582781	0.006622516556291391	0.0042825607064017664	4
1	152	PTBP2	0.019867549668874173	0.0	0.019867549668874173	0.0	4
1	152	SPATA13	0.0	0.0	0.0	0.0	4
1	152	SEMA5B	0.006622516556291391	0.00017660044150110375	0.006622516556291391	0.00017660044150110375	1
1	152	NES	0.006622516556291391	0.0	0.006622516556291391	0.0031346578366445916	8
1	152	FBLN1	0.0	0.0	0.0	0.0	0
1	152	GRIA4	0.0	0.0	0.0	0.0	3
1	152	CANX	0.006622516556291391	4.415011037527594e-05	0.006622516556291391	4.415011037527594e-05	8
1	152	PGM2L1	0.013245033112582781	0.0015452538631346578	0.013245033112582781	0.0013245033112582781	1
1	152	ARNT	0.006622516556291391	0.0	0.006622516556291391	0.0	8
1	152	SEMA3C	0.006622516556291391	8.830022075055188e-05	0.006622516556291391	8.830022075055188e-05	4
1	152	TMEM245	0.013245033112582781	0.00017660044150110375	0.013245033112582781	0.01249448123620309	4
1	152	RNF213	0.0	0.0	0.0	0.0	0
1	152	GRIK3	0.0	0.0	0.0	0.0	2
1	152	FLRT2	0.0	0.0	0.0	0.0	9
1	152	SSTR2	0.0	0.0	0.0	0.0	0
1	152	TNRC6C	0.006622516556291391	0.0	0.006622516556291391	0.0	2
1	152	PHGDH	0.0	0.0	0.0	0.0	0
1	152	ZNF510	0.006622516556291391	4.415011037527594e-05	0.006622516556291391	0.005121412803532009	7
1	152	PER3	0.006622516556291391	0.0	0.013245033112582781	0.010154525386313465	7
1	152	SERINC5	0.006622516556291391	0.0	0.006622516556291391	0.0	4
1	152	SCP2	0.013245033112582781	8.830022075055188e-05	0.013245033112582781	8.830022075055188e-05	4
1	152	UBE2D3	0.019867549668874173	0.0	0.019867549668874173	0.0	7
1	152	CAB39L	0.006622516556291391	0.0	0.006622516556291391	0.002737306843267108	4
1	152	ID1	0.006622516556291391	0.0	0.006622516556291391	0.0	0
1	152	IFT140	0.013245033112582781	0.0	0.013245033112582781	0.0	4
1	152	DOCK9	0.006622516556291391	0.0	0.006622516556291391	0.0	4
1	152	OBSCN	0.0	0.0	0.0	0.0	1
1	152	TRIM9	0.0	0.0	0.0	0.0	7
1	152	ENO3	0.006622516556291391	0.0	0.006622516556291391	0.0	2
1	152	KIDINS220	0.006622516556291391	0.0	0.006622516556291391	0.0	1
1	152	HIP1	0.0	0.0	0.0	0.0	2
1	152	VTA1	0.006622516556291391	4.415011037527594e-05	0.006622516556291391	4.415011037527594e-05	7
1	152	KCTD12	0.0	0.0	0.0	0.0	7
1	152	NRP2	0.0	0.0	0.0	0.0	2
1	152	SRGAP3	0.0	0.0	0.0	0.0	1
1	152	NDRG1	0.006622516556291391	0.0	0.006622516556291391	0.0	0
1	152	SHH	0.013245033112582781	0.000706401766004415	0.019867549668874173	0.012362030905077263	5
1	152	KCNC4	0.0	0.0	0.0	0.0	3
1	152	LRRC8D	0.006622516556291391	0.0	0.013245033112582781	0.0	5
1	152	TRIM25	0.0	0.0	0.0	0.0	0
1	152	PEAK1	0.0	0.0	0.006622516556291391	0.014834437086092715	4
1	152	OLFML2B	0.0	0.0	0.0	0.0	0
1	152	RAB3B	0.0	0.0	0.0	0.0	1
1	152	STK32C	0.006622516556291391	0.0	0.006622516556291391	0.0	0
1	152	FAIM2	0.0	0.0	0.0	0.0	0
1	152	CD81	0.0	0.0	0.0	0.0	0
1	152	ZNF395	0.0	0.0	0.0	0.0	6
1	152	DSTN	0.0	0.0	0.0	0.0	4
1	152	CACNA1A	0.006622516556291391	0.00039735099337748344	0.006622516556291391	0.00401766004415011	5
1	152	BCAM	0.0	0.0	0.0	0.0	5
1	152	KIRREL3	0.006622516556291391	4.415011037527594e-05	0.006622516556291391	4.415011037527594e-05	9
1	152	TGFBI	0.0	0.0	0.0	0.0	0
1	152	PPFIA4	0.006622516556291391	0.0	0.006622516556291391	0.0	9
1	201	SERPINF1	0.045	0.0031658291457286433	0.05	0.03027638190954774	1
1	201	CROCC2	0.04	0.004195979899497488	0.04	0.033190954773869345	1
1	201	C1QTNF12	0.06	0.0032663316582914573	0.1	0.04582914572864322	2
1	201	HSPA12A	0.045	0.000628140703517588	0.085	0.03180904522613066	4
1	201	TMEM52	0.06	0.00314070351758794	0.075	0.08819095477386935	2
1	201	OTOF	0.045	0.0022110552763819095	0.065	0.050829145728643214	2
1	201	MT1F	0.02	0.00020100502512562814	0.04	0.09638190954773869	5
1	201	FKBP4	0.04	0.0009547738693467337	0.05	0.04	5
1	201	ANOS1	0.025	0.0003266331658291457	0.04	0.003819095477386935	4
1	201	RGS3	0.02	0.0005527638190954774	0.02	0.07444723618090453	5
1	201	KANK4	0.015	0.0	0.02	0.0029396984924623115	5
1	201	ATP9A	0.035	0.0010050251256281408	0.045	0.013643216080402011	4
1	201	RYR2	0.075	0.003241206030150754	0.085	0.03221105527638191	4
1	201	ZDHHC22	0.055	0.0021608040201005025	0.06	0.0679145728643216	3
1	201	DLX3	0.055	0.00407035175879397	0.065	0.08092964824120603	3
1	201	H2BC21	0.045	0.0035175879396984926	0.05	0.029824120603015074	2
1	201	OIP5-AS1	0.035	0.0006030150753768845	0.035	0.01449748743718593	4
1	201	CACNA1C	0.055	0.0014321608040201005	0.06	0.019949748743718593	4
